Cliente;Login;Endereco;Numero;Bairro;Cidade;Estado
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_CRESCER_E_APRENDER_UNDII;Rua Mirtes Cordeiro;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_MANUEL_LIMA_SOARES;Rua 130 (Cj Tupan Mirim);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_SANTA_MARIA;Rua Cuiabá;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_ALTAMIR_FERNANDES_CORREA;Travessa Quênia;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_PROFESSOR_GERALDO_MILTON_DE_SA;RUA DOUTOR VALE COSTA;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_FREI_TITO_DE_ALENCAR_LIMA;AV. ZEZÉ DIOGO;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_ANA_AMELIA_BEZERRA_DE_MENEZES_E_SOUSA;Rua G (Lot dos Expedicionários II);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_FREI_TITO_DE_ALENCAR_LIMA_EI;Avenida Dioguinho;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_DOM_BEDA_PEREIRA_DE_HOLANDA;Rua Maria Ferreira dos Santos;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_JOAQUIM_ALVES;Rua Costa do Sol;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_IRMA_ZEFERINA_MARIA;Rua Coronel João de Oliveira;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_NARCISA_BORGES;Travessa Costa Rica;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_MARIA_CARDOSO;Rua Francisquinha Portela;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_JOSE_DIAS_MACEDO;Rua Jaguaribe;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_RACHEL_GUIMARAES_MARTINS_BARBOSA;Via Local Leste - Oeste 02 (Residencial Alta da Paz);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_WILMA_MARIA_DE_VASCONCELO_LEOPERCIO;Rua Doutor Francisco Matos;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_ARIEVALDO_VIANA;Rua Coronel de Queiroz;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_DEPUTADO_EDSON_QUEIROZ_FILHO;Rua Francisco Dantas;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_SECRETARIO_PAULO_PETROLA;Rua Jacinto Matos;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_MARIA_ODNILRA_CRUZ_MOREIRA;Avenida das Adenanteras;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_MARIA_DAS_DORES_BEZERRA_DE_CARVALHO;Travessa Manuel Bernardes;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_ANTONIA_AGOSTINHO_DE_SOUSA;Rua Tuiuiú;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_PROFESSOR_EDILSON_BRASIL_SOAREZ;Avenida I (Cj Tatumundé);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_DARCY_RIBEIRO;RUA FAUSTO CABRAL;357; VICENTE PINZÓN; 60175-415; FORTALEZA/CE
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_PROFESSORA_AIDA_SANTOS_E_SILVA;Avenida Trajano de Medeiros;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_ANTONIO_DIOGO_DE_SIQUEIRA;Rua Manuel Antônio Leite;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_PROFESSORA_MARIA_GONDIM_DOS_SANTOS;Travessa Guarani;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_SAO_RAFAEL;Rua dos Tabajaras;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_HENRIQUE_VENANCIO_DA_SILVA;Rua Osório Correia;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_MARIA_AGLAE_GONCALVES_MONTEIRO;Rua Cândido Castelo Branco;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_SAO_CURA_DARS;Rua Santa Elisa;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;VERIFICAR_EM_GENERAL_MANOEL_CORDEIRO_NETO;Rua Jorge Acúrcio;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_MUNICIPAL_VIRGILIO_TAVORA;Avenida Monsenhor Hélio Campos;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_MURILO_AGUIAR;Rua Vinte e Quatro de Outubro;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_FRANCISCO_EDILSON_PINHEIRO;Rua N (Cj Vila Velha II);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_MURILO_SERPA_UND_I;Rua Maceió;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_AGOSTINHO_MOREIRA_E_SILVA;Rua Peri;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_RAIMUNDO_MOREIRA_SENA;Rua G (Cj Nova Residência);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_RAIMUNDO_MOREIRA_SENA;Rua A (Cj Nova Residência);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_IRMA_ROCHA;Rua Emílio de Menezes;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_ANGELICA_GURGEL;Rua Doutor Pergentino Maia;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_JOAO_HILDO_DE_CARVALHO_II;RUA POLIANA; S/N; ARACAPÉ; 60764-600; FORTALEZA/CE
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_MARIETA_GUEDES_MARTINS;Rua Cônego de Castro;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_JOAO_MENDES_DE_ANDRADE;Rua B (Cj Palmares);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_EDUCADOR_PAULO_FREIRE;Rua Coronel Fabriciano;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_MARIA_VIVIANE_BENEVIDES_GOUVEIA;Rua Creuza Roque;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_JORNALISTA_DEMOCRITO_DUMMAR;AV. EUCLIDES PAULINO BARROSO;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_PROFESSORA_LIREDA_FACO;Rua Três Corações;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_PROFESSORA_LIREDA_FACO;Rua Três Corações;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_RACHEL_VIANA_MARTINS;Rua Tucunduba;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_RACHEL_VIANA_MARTINS;Rua Tucunduba;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_CHICO_ANYSIO;Rua Alves Bezerra;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_NELSON_MANDELA;Avenida C (Cj Prefeito José Walter);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_PROFESSOR_JOSE_SOBREIRA_DE_AMORIM;Rua Estrada do Pici;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_FREI_LAURO_SCHWARTE;Rua Antônio Pompeu;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_PROFESSOR_CLODOALDO_PINTO;Rua Banvarth Bezerra;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_AUTRAN_NUNES;RUA VIRGÍLIO BRANDÃO;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_JOAQUIM_NOGUEIRA;Rua São Vicente de Paulo;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_PRESIDENTE_KENNEDY;Avenida Lineu Machado;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_PROFESSOR_CLODOALDO_PINTO;Rua Banvarth Bezerra;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_MANOEL_CAETANO_DE_SOUZA;Rua Nossa Senhora das Graças;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_MURILO_AGUIAR;Rua Vinte e Quatro de Outubro;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_EDILSON_BRASIL_SOAREZ;Rua 315;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_SAO_CARLOS;Rua dos Pescadores;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_SAO_VICENTE_DE_PAULO;Avenida Zeze Diogo;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_FREI_AGOSTINHO_FERNANDES;Avenida César Cals;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_FREI_AGOSTINHO_FERNANDES;Avenida César Cals;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_CRISTO_REDENTOR;Avenida Pasteur;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_ANTONIO_CORREIA_LIMA;Rua Desembargador Hermes Parahyba;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_HERONDINA_LIMA_CAVALCANTE;Avenida Ambientalista Ary Thiers;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_MOURA_BRASIL;Rua Padre Mororó;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_MOURA_BRASIL;Rua Adarias de Lima;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_RACHEL_DE_QUEIROZ;TRAV. AURÉLIO LAVÔR;99; BARRA DO CEARÁ; 60312-180; FORTALEZA/CE
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_RACHEL_DE_QUEIROZ_BARRA;AV. PRESIDENTE CASTELO BRANCO;5010; BARRA DO CEARÁ; 60334-100; FORTALEZA/CE
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_PROFESSOR_ERNESTO_GURGEL_EI;Rua Olegário Memória;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_CRESCER_E_APRENDER_EI/EF;Rua Edson Martins;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_DOUTOR_SERVULO_MENDES_BARROSO;Rua José Martins;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_JOAO_MENDES_DE_ANDRADE;Rua Descarte Braga;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_PROFESSORA_ANTONIA_MARIA_DE_LIMA;Rua Geraldo Barbosa;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_PROFESSORA_ANTONIA_MARIA_DE_LIMA;Rua Sargento João Pinheiro;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_ULYSSES_GUIMARAES_EI/EF;Rua Tenente Francisco Paiva;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_JOSE_RAMOS_TORRES_DE_MELO_EI;Avenida da Abolição;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_ALMERINDA_DE_ALBUQUERQUE;Rua Ana Gonçalves;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;VERIFCAR_EM_FRANCISCO_DAS_CHAGAS;Rua Desembargador Hermes Parahyba;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_DOM_ALOISIO_LORSCHEIDER;Avenida Senador Carlos Jereissati;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_DOM_ALOISIO_LORSCHEIDER;Rua Júlio Silva;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_JOSE_CARLOS_DA_COSTA_RIBEIRO;Rua Pio Saraiva;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_IRMA_MARIA_EVANETE_EF;Avenida D (Cj Ceará);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_SANTOS_DUMONT_EI-EF;Rua Geraldo Barbosa;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_JOSE_CARLOS_MATOS_EI/EF;Rua Itajaí;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_ROGACIANOLEITE_EI-EF;Rua 45 (Cj Prefeito José Walter);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_RAIMUNDO_SOARES_DE_SOUZA_EF;Rua Costa Freire;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_PROFESSOR_JACINTO_BOTELHO;Rua Coronel Manuel Albano;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_JORNALISTA_IVONETE_MAIA;Rua Manuel Aguiar Pontes;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_DEPUTADO_GERONCIO_BEZERRA;Travessa Manuel Nunes;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_JOAO_FREDERICO_FERREIRA_GOMES;Rua José Mendonça;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_DOM_JOSE_TUPINAMBA_DA_FROTA;Rua Rio Grande do Sul;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_AGOSTINHO_MOREIRA_E_SILVA;Rua Peri;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_PADRE_CICERO_ROMAO_BATISTA;Rua 114;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_NILSON_HOLANDA_EF;Rua Viriato Ribeiro;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_MARIA_BEZERRA_QUEVEDO_EI/EF;Rua 103 (Cj Novo Mondubim);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_JOAOPAULO_I;Rua Luís de Castro;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_FRANCISCA_FERNANDES_MAGALHAES;Rua Vital Brasil;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_MANOEL_MALVEIRA_MAIA;RUA DANDARA KETLEY;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_MANOEL_MALVEIRA_MAIA;RUA DANDARA KETLEY;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_PROFESSOR_AMERICO_BARREIRA;Rua Ricardo Ponte;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_MARIA_TERESINHA_DE_CARVALHO;Avenida I;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_ALMERINDA_DE_ALBUQUERQUE;Travessa Libertadores;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_MARIA_FELICIO_LOPES;Rua José Setúbal Pessoa;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_MARIA_ALICE;Rua Paulo Morais;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_GABRIEL_CAVALCANTE;Quadra F (Cj Pres Castelo Branco);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_JOSE_CARLOS_DA_COSTA_RIBEIRO;Rua Pio Saraiva;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_DONA_DAGMAR_GENTIL;Rua Vitória;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_SAO_JOSE;Avenida Doutor Theberge;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_JOSEFA_BARROS_DE_ALENCAR;Rua Doutor Joaquim Bento;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_NOGUEIRA;Rua P (Lot Paraíso Verde);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_NOELZINDA_SATIRO_SANTIAGO;Rua Dom Xisto Albano;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_FRANCISCA_DE_ABREU_LIMA;Rua Humberto de Almeida;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_FLORIVAL_ALVES_SERAINE;Rua José Assis de Oliveira;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_HENRIQUETA_GALENO;Rua Major Montenegro;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_JOAO_HILDO_DE_CARVALHO_FURTADO;Rua Juvêncio Sales;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_SANTA_TEREZINHA;Rua Afonso Lopes;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_MARIA_DALVA_SEVERINO_MARREIRO;Rua Rio Paraguai;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_ALAIDE_AUGUSTO_DE_OLIVEIRA;Rua E (Cj Imperial);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_ALAIDEAUGUSTODEOLIVEIRA;Rua Setembrina;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;VERIFICAR_EM_CATARINA_LIMA_DA_SILVA_EF;Rua Pedro Martins;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_HAROLDO_JORGE_BRAUN_VIEIRA;Rua Jorge Vieira;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_ROCHA_LIMA;Rua Eretides Martins;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_PROFESSOR_FRANCISCO_MAURICIO_DE_MATTOS_DOURADO;Rua B (Lot Parque Amaralina);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_JOSE_DIAS_MACEDO;Rua Nunes Valente;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_HILZA_DIOGO_CALS;Rua Waldir Diogo;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_PROFESSOR_JOSE_CIRIO_PEREIRA_FILHO;Rua Rubi;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_PROFESSOR_JOSE_CIRIO_PEREIRA_FILHO;Rua Quartzo Rosa;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_CASTELO_DE_CASTRO;Rua 43 (Cj dos Bancários);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_SEBASTIAO_DE_ABREU;Rua Geraldo Barbosa;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_PROFESSOR_JOSE_FERREIRA_DALENCAR;Rua São Francisco;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_PROFESSOR_AGOSTINHO_GOSSON;Rua H (Cj Nova Residência);;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_GODOFREDO_DE_CASTRO_FILHO;Avenida José Sabóia;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_GODOFREDO_DE_CASTRO_FILHO;Avenida José Sabóia;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_NOSSA_SENHORA_DO_PERPETUO_SOCORRO;Rua Consul Gouveia;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_PATATIVA_DO_ASSARE;Rua Frei Teobaldo;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_MARIA_ROSELI_LIMA_MESQUITA;Rua Francisco Calaça;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_ANTONIO_DIOGO_DE_SIQUEIRA;Rua Anselmo Nogueira;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_LENIRA_JUREMA_DE_MAGALHAES;Rua Teófilo Gurgel;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_MADRETEREZADECALCUTAR;Rua Capitão Batista;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_MADRE_TEREZA_DE_CALCUTAR;Rua Guilherme Moreira;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_ELEAZAR_DE_CARVALHO;Rua Francisco Alves Pereira;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_FLORIVAL_ALVES_SERAINE;Rua Itatiaia;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_PROFESSOR_FRANCISCO_MAURICIO_DE_MATTOS_DOURADO;Rua Desembargador Floriano Benevides Magalhães;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_HEBERT_DE_SOUZA;Rua Urucutuba;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_PADRE_ARIMATEIA_DINIZ;Rua 810;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_JESUS_CRISTO;Rua Alberto Ferreira;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_JESUS_CRISTO;Rua Alberto Ferreira;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_JOSE_DE_ALENCAR;Rua Alberto Ferreira;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_BERGSON_GURJAO_DE_FARIAS;Avenida Senador Fernandes Távora;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_BERGSON_GURJAO_FARIAS;Avenida Senador Fernandes Távora;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_ABRAAO_LUCCA_DASILVA_UNID_II;Rua Coronel Matos Dourado;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_MURILO_SERPA;Rua Monsenhor Hipólito Brasil;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_ALBA_FROTA;Avenida Dom Manuel;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_TERTULIANO_CAMBRAIA;Rua Monsenhor Rosa;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_TERTULIANO_CAMBRAIA;Rua Monsenhor Rosa;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;EM_HILBERTO_SILVA;Avenida Presidente Castelo Branco;;;;
MUNICIPIO DE FORTALEZA SECRETARIA MUNICIPAL DE EDUCACAO SME;CEI_15_DE_OUTUBRO_UNID_I;Rua Menino Jesus de Praga;;;;
